"University Of Michigan","Chemical Biology","PhD (F19)","Interview"," E-mail","22 Jan 2019","  3.84","159","169","3.00","","I","25 Feb 2019","Interviewed on Feb. 20th. Interviewers told me that they were wrapping up the interview that week and that I should hear from them in the following week. Has anyone heard anything from Umich after the interview?"
"Northwestern University","Chemical Biology","PhD (F19)","Rejected"," E-mail","10 Feb 2019","  3.84","159","169","3.00","","I","25 Feb 2019",""
"Yale University","Chemical Biology","PhD (F19)","Rejected"," Website","12 Feb 2019","  3.84","159","169","3.00","","I","25 Feb 2019",""
"University Of Utah","Chemical Biology","PhD (F19)","Accepted"," E-mail","28 Dec 2018","  3.84","159","169","3.00","","I","25 Feb 2019",""
"Binghamton University","Biology","Masters (F19)","Accepted"," E-mail","7 Feb 2019","","","","","","A","24 Feb 2019",""
"University Of Chicago","Evolutionary Biology","PhD (F19)","Rejected"," E-mail","22 Feb 2019","  3.67","157","162","4.00","","A","24 Feb 2019","My top choice as well. PI said they had a limited recruitment this year."
"University Of Southern California","Quantitative Computational Biology","PhD (F19)","Accepted"," E-mail","21 Feb 2019","","","","","","I","24 Feb 2019","After 1st interview, it was said that there will be a second. But, they skipped that and straightly gave a nice offer."
"Rutgers University, Camden","Biology - Computational And Integrative","Masters (F19)","Accepted"," Website","19 Feb 2019"," ","156","169","3.00","","I","24 Feb 2019","I had submitted an application on 12th Feb.  Very prompt reply. Waiting for financial assistance."
"Georgetown University","Tumor Biology","PhD (F19)","Other"," Other","24 Feb 2019","","","","","","","24 Feb 2019","To the applicant asking about the tumor biology program at Georgetown : I am an international applicant to the program for Fall 2019 but haven't heard back yet"
"Georgetown University","Tumor Biology","PhD (F19)","Other"," Other","24 Feb 2019","","","","","","I","24 Feb 2019","Has anyone heard from this program? I have been told international students are almost never accepted into this? any insights or feedback?"
"Boston College","Biology","PhD (F19)","Accepted"," Website","23 Feb 2019","","","","","","I","24 Feb 2019","Computational approach. Low GPA. High GRE & TOEFL scores. +achievements & good LOR
Contacted the PI through summer, no official interview thu"
"Princeton University","Quantitative And Computational Biology","PhD (F19)","Accepted"," E-mail","22 Feb 2019","","","","","","","23 Feb 2019","Call from POI a few days earlier but formal notification on 22nd. Super excited as it was my first choice. Seems like most people who get interviews are accepted."
"Harvard University","Systems Biology","PhD (F19)","Rejected"," Website","22 Feb 2019","  3.51","160","156","4.50","","A","23 Feb 2019","Email to check website."
"Princeton University","Quantitative And Computational Biology","PhD (F19)","Accepted"," E-mail","22 Feb 2019","  3.68","168","170","5.00","","A","23 Feb 2019","Received the official email on the 22nd but heard that I was accepted on the 21st from several of my interviewers."
"Princeton University","Computational Biology","PhD (F18)","Rejected"," E-mail","23 Feb 2019","","","","","","A","22 Feb 2019",""
"Princeton University","Quantitative And Computational Biology","PhD (F19)","Rejected"," E-mail","22 Feb 2019","","","","","","U","22 Feb 2019",""
"Princeton University","Computational Biology","PhD (F19)","Rejected"," E-mail","22 Feb 2019","  3.41","157","167","3.00","","U","22 Feb 2019","MS in CS; 1 2nd author paper in review."
"University Of Chicago","Integrative Biology","PhD (F19)","Rejected"," E-mail","22 Feb 2019","","","","","","A","22 Feb 2019","Was my top choice. Had research experience and the POI seemed interested. Pretty much expected when I didn't get invited for an interview."
"University Of Vermont","Plant Biology","PhD (F19)","Rejected"," E-mail","22 Feb 2019","  3.50","152","160","5.00","","A","22 Feb 2019",""
"University Of Michigan","Chemical Biology","PhD (F19)","Accepted"," Phone","22 Feb 2019","","","","","","A","22 Feb 2019",""
"University Of Chicago","Evolutionary Biology","PhD (F19)","Rejected"," E-mail","22 Feb 2019","","","","","","U","22 Feb 2019","I knew it would happen since I didn’t even get called for an interview. But it sure does hurt."
"Princeton University","Quantitative And Computational Biology","PhD (F19)","Rejected"," E-mail","22 Feb 2019","  3.90","158","161","5.00","","A","22 Feb 2019","Expected since no interview invite, but not fully sure why I got rejected here considering I got accepted to multiple very similar and highly ranked programs, but whatever! Maybe I just didn't have enough computational background or they just had more applicants and little space. 
2.5 years undergrad research, 0.5 years of full time post-bacc research, 1 summer REU, no pubs, some poster presentations"
"UC San Francisco (UCSF)","Chemistry And Chemical Biology","PhD (F19)","Accepted"," Website","22 Feb 2019","","","","","","A","22 Feb 2019",""
"Yale University","Biological & Biomedical Sciences (BBS), Biophysics, Quantitative Biology, Structural Biology (BQBS)","PhD (F19)","Accepted"," E-mail","22 Feb 2019","  3.90","158","161","5.00","","A","22 Feb 2019","2.5 years of undergrad research, 0.5 years of post-bacc research, I did a summer REU at Yale and one of my rec letters was from a Yale PI. No pubs, some poster presentations, and some research related awards. This is one of my top choices so I'm super excited!! :)"
"Rutgers, The State University Of New Jersey","Molecular Biology Genetics And Cancer","PhD (F19)","Accepted"," E-mail","21 Feb 2019","","","","","","A","22 Feb 2019",""
"UC San Francisco (UCSF)","Chemistry And Chemical Biology","PhD (F19)","Rejected"," E-mail","19 Feb 2019","","","","","","A","21 Feb 2019","Same experience as the person below. ""wow you'd really love it here, you're a great fit for the program,  it'd be crazy if you were rejected"". This was my top choice despite multiple acceptances and I said so at every interview so that's a shame."
"UC San Francisco (UCSF)","Chemistry And Chemical Biology","PhD (F19)","Rejected"," Website","19 Feb 2019","  3.93","164","160","5.00","680","A","21 Feb 2019","post-interview: ""you're my top choice applicant! I would love to have you in my lab"" ""please choose UCSF, I can't wait to see you in the fall!"""
"Indiana University Bloomington","Biology (GCDB Program)","PhD (F19)","Accepted"," E-mail","22 Feb 2019","","","","","","I","21 Feb 2019","Interviewed: mid-January."
"Tufts University","Biology","PhD (F19)","Accepted"," E-mail","14 Feb 2019","","","","","","A","21 Feb 2019",""
"Princeton University","Ecology And Evolutionary Biology","PhD (F19)","Rejected"," E-mail","21 Feb 2019","","","","","","A","21 Feb 2019",""
"Case Western","Biology","PhD (F19)","Other"," Other","21 Feb 2019","","","","","","","21 Feb 2019","To the bio poster below: Congrats! Did you receive an email from your potential advisor or was it from the graduate school? Thanks for any information!"
"University Of Utah","Ecology, Evolution And Organismal Biology","PhD (F19)","Rejected"," E-mail","10 Feb 2019","","","","","","A","21 Feb 2019",""
"Penn State (Pennsylvania State University)","Plant Biology","PhD (F19)","Accepted"," E-mail","24 Jan 2019","","","","","","","21 Feb 2019",""
"UC San Francisco (UCSF)","Chemistry And Chemical Biology","PhD (F19)","Accepted"," Phone","19 Feb 2019","","","","","","A","21 Feb 2019","Admission decisions via email will be sent out on Feb 22 or Feb 23. I received a call from one of the PIs on the interview committee to congratulate me. Is this real life?!"
"Virginia Tech","Translational Biology, Medicine, And Health (TBMH)","PhD (F19)","Accepted"," E-mail","31 Jan 2019","  3.49","153","162","4.50","","A","21 Feb 2019","With funding- visit on March 4."
"University Of Florida","Biology","Masters (F19)","Rejected"," E-mail","21 Feb 2019","  4.00","167","154","4.00","","A","21 Feb 2019","Applied for masters. Good research experience, strong letters. No interview."
"University Of Southern California","Computational Biology","PhD (F19)","Rejected"," E-mail","20 Feb 2019","","","","","","I","21 Feb 2019",""
"Georgia Tech","Biology","PhD (F19)","Other"," Other","21 Feb 2019","","","","","","O","20 Feb 2019","To the anon below: they had a campus invite/interview at the end of January."
"University Of Arizona","Plant Biology","PhD (F19)","Accepted"," E-mail","20 Feb 2019","  3.25","158","162","4.00","","I","20 Feb 2019","Strong letter or recommendation, 1 publication, 3 years of research experience in related field."
"Indiana University - Bloomington","Biology (any)","PhD (F19)","Other"," Other","20 Feb 2019","","","","","","O","20 Feb 2019","FYI: IU GCDB, EEB, and Microbiology (Biology programs) had their recruitment weekend on ~2/15-2/16, so if you haven't heard from them by now, you're not likely to get accepted. It's possible international students might get separate interview invites later, but they usually would have sent those out already."
"Texas A & M University (TAMU)","Biology","PhD (F19)","Accepted"," E-mail","20 Feb 2019","","","","","","U","20 Feb 2019",""
"Texas A & M University (TAMU)","Biology","PhD (F19)","Accepted"," E-mail","20 Feb 2019","","","","","","A","20 Feb 2019",""
"Rice University","Biochemistry & Cell Biology","PhD (F19)","Accepted"," Website","1 Feb 2019","","","","","","I","20 Feb 2019",""
"Dartmouth College","Molecular And Cellular Biology","PhD (F19)","Rejected"," E-mail","20 Feb 2019","","","","","","A","20 Feb 2019",""
"Northeastern University","Chemistry And Chemical Biology","PhD (F19)","Rejected"," Website","20 Feb 2019","","","","","","A","20 Feb 2019","E-mail to check the website where I found a standard rejection letter."
"Thomas Jefferson University","Biology","PhD (F19)","Accepted"," E-mail","30 Jan 2019","","","","","","A","20 Feb 2019",""
"Duke University","Biology","PhD (F19)","Rejected"," Website","20 Feb 2019","","","","","","U","20 Feb 2019","Emailed to check portal. Went to the interview weekend. Disappointed but not surprised—POI mentioned funding shortages during meeting so I had a sense of what to expect. Congrats to all admitted! This is a fantastic program."
"Dartmouth College","Molecular And Cellilar Biology","PhD (F19)","Rejected"," E-mail","20 Feb 2019","  3.03","150","155","3.00","","I","20 Feb 2019",""
"Duke University","Biology","Other (F19)","Other"," POST","20 Feb 2019","","","","","","O","20 Feb 2019","To the Duke Biology Post Below: Have you heard anything about the admission? I did not received an interview nor a rejection..."
"University Of Minnesota","Biochemistry, Molecular Biology, & Biophysics","PhD (F19)","Accepted"," E-mail","18 Feb 2019","","","","","","A","20 Feb 2019",""
"University Of Southern California","Computational Biology And Bioinformatics","PhD (F19)","Rejected"," E-mail","19 Feb 2019","","","","","","A","19 Feb 2019","Not a computer science undergrad which is probably what they were looking for"
"University Of Southern California","Molecular Biology (MCB)","PhD (F19)","Accepted"," E-mail","19 Feb 2019","","","","","","U","19 Feb 2019","I received an email noting acceptance a week before from a PI and then today received the official offer letter. Will be attending."
"Harvard Graduate School Of Arts And Sciences","Systems Biology","PhD (F19)","Accepted"," E-mail","19 Feb 2019","","","","","","U","19 Feb 2019","They do not look at GRE (official statement)."
"Harvard University","Systems Biology","PhD (F19)","Rejected"," E-mail","19 Feb 2019","","","","","","A","19 Feb 2019","Rejected - (post interview) 
Feel really sh**ty because I felt like all my interviews went great/fit was good. 
O well probably for the best. They got back to me fairly fast and were professional which I appreciated. Just glad I don't have think about it anymore."
"University Of Iowa","Cancer Biology","PhD (F19)","Accepted"," E-mail","29 Jan 2019","  3.54","165","156","4.50","","A","19 Feb 2019","Had an in-person interview weekend of 1/24-1/26."
"University Of Illinois At Urbana-Champaign","Plant Biology","PhD (F19)","Rejected"," E-mail","19 Feb 2019","","","","","","A","19 Feb 2019","Attended the recruitment weekend (Jan 31- Feb 2). Received a standard ""we regret to inform you"" email informing me of the decision. Congratulations to those that were accepted though!"
"Duke University","Biology","PhD (F19)","Accepted"," E-mail","18 Feb 2019","","","","","","","19 Feb 2019","Email from POI."
"Duke University","Molecular Cancer Biology","PhD (F19)","Accepted"," E-mail","7 Feb 2019","","","","","","A","19 Feb 2019",""
"Drexel University","Biology","PhD (F19)","Accepted"," E-mail","19 Feb 2019","  3.91","166","163","5.00","","A","19 Feb 2019","Received official offer letter via email"
"Harvard University","Systems Biology","PhD (F19)","Accepted"," Phone","19 Feb 2019","  4.00","160","170","5.50","","U","19 Feb 2019","Call from POI"
"Georgia Institute Of Technology","Biology","PhD (F19)","Other"," Other","19 Feb 2019","","","","","","A","19 Feb 2019","Has anyone heard back from the general biology program? I haven't seen anyone post from this year."
"Rice University","Systems, Synthetic, And Physical Biology","PhD (F19)","Accepted"," E-mail","19 Feb 2019","  3.90","161","164","5.00","","A","19 Feb 2019","3 years of research experience, goldwater honorable mention, applied for NSF GRFP, very excited!"
"Indiana University Bloomington","Genome Cell And Developmental Biology","PhD (F19)","Other"," Other","19 Feb 2019","","","","","","I","18 Feb 2019","Did anybody hear anything from Genome Cell and Developmental Biology PhD program, Indiana University Bloomington? Have not heard anything regarding interview, acceptance or rejection from them till now. I am an international applicant."
"Duke-NUS (National University Of Singapore) Medical School","Integrated Biology And Medicine (IBM)","PhD (F19)","Interview"," E-mail","4 Feb 2019","","","","","","A","18 Feb 2019","Invited to PhD applicant day in Singapore (Feb. 21) [No travel funds]"
"Emory University","Population Biology, Ecology And Evolution (PBEE)","PhD (F19)","Rejected"," E-mail","8 Feb 2019","","","","","","A","18 Feb 2019",""
"Case Western Reserve University","Biology","PhD (F19)","Accepted"," E-mail","11 Feb 2019","  3.10","153","169","3.00","","I","18 Feb 2019",""
"University Of Southern California","Computational Biology","PhD (F19)","Accepted"," E-mail","18 Feb 2019","","","","","","I","18 Feb 2019",""
"Duke University","Cell And Molecular Biology (CMB)","PhD (F19)","Other"," Other","18 Feb 2019","","","","","","O","18 Feb 2019","The committee is meeting this week. We should hear back soon."
"Columbia University","Ecology, Evolution And Environmental Biology (E3B)","PhD (F19)","Rejected"," E-mail","18 Feb 2019","","","","","","A","18 Feb 2019","Offered admission to Master's degree program instead."
"Duke University","Cell And Molecular Biology (CMB)","PhD (F19)","Other"," Other","18 Feb 2019","","","","","","O","18 Feb 2019","Anyone heard back after 1st interview session (1/31)? Or will 1st & 2nd interview results be released at the same time?"
"Arizona State University","Biology & Society","PhD (F19)","Interview"," E-mail","14 Jan 2019","  3.49","164","161","5.50","800","A","18 Feb 2019","Email from POI inviting me to Recruitment Weekend (2/15-2/16). Previously contacted POI and video-chatted about research and prior experiences."
"Syracuse University","Biology","PhD (F19)","Other"," Other","18 Feb 2019","","","","","","A","18 Feb 2019","To the individual with the EEB PhD acceptance below, I have a couple questions as I have been told I'm still in consideration for that program (so it's not totally hopeless if people are still waiting, I suppose!) If you're willing to discuss your experience and acceptance, is there any way to private message or start a forum post to avoid filling up this section with chatter? I'm not 100% sure how this site works."
"Tufts University","Cell, Molecular & Developmental Biology","PhD (F19)","Other"," Other","18 Feb 2019","","","","","","U","18 Feb 2019","Did anyone hear from the program yet? The application portal says that they are still reviewing but I think most of the schools already sent out interviews by now."
"University Of Southern California","Computational Biology And Bioinformatics (CBB)","PhD (F19)","Accepted"," E-mail","18 Feb 2019"," ","162","170","4.00","","I","18 Feb 2019","Standard email from admissions chair stating whether I'll be considering it as they can send only limited number of acceptances. I'm really confused at this point since I have an unofficial acceptance from another top priority program and I'm not sure what to reply back to them. Ughh, the process never gets less irritating! Quite probably, will not accept, so someone on their unofficial waitlist might hear back soon! Best of luck =)"
"University Of Utah","Molecular Biology","PhD (F19)","Accepted"," Phone","8 Feb 2019","","","","","","A","17 Feb 2019","Received acceptance email on 2/12."
"Duke University","Computational Biology And Bioinformatics","PhD (F19)","Rejected"," Website","13 Feb 2019","","","","","","A","17 Feb 2019","Received email directing you to Applicant Self-Service where you receive the committee decision."
"University Of Chicago","Genetics, Genomics, And Systems Biology (GGSB), Molecular Biosciences","PhD (F19)","Rejected"," E-mail","8 Feb 2019","","","","","","A","17 Feb 2019","Rejected post-interview :("
"Texas Tech University","Biology","PhD (F19)","Other"," Other","17 Feb 2019","","","","","","","17 Feb 2019","To the poster below: I am waiting for the biology program, however, I did not get any response. I wanted to ask the person who got accepted to the biology program. Hello, Have you had a mentor ??  If yes, who is your supervisor?"
"University Of Illinois","Plant Biology","PhD (F19)","Accepted"," E-mail","15 Feb 2019","","","","","","I","17 Feb 2019",""
"University Of Chicago","Integrative Biology","PhD (F19)","Other"," Other","17 Feb 2019","","","","","","","16 Feb 2019","To the poster below: the IB program had their interview this past weekend. I wasn’t interviewing for this program, but their interview was happening at the same time as mine (EE)."
"University Of Chicago","Integrative Biology","PhD (F19)","Other"," Other","16 Feb 2019","","","","","","O","16 Feb 2019","Has anyone heard anything for Integrative Darwinian Sciences? Interviews or notifications?
When you people all say you've checked your portal, is that just the application status portal?"
"University Of Pennsylvania","Cellular And Molecular Biology","PhD (F19)","Accepted"," E-mail","15 Feb 2019","","","","","","A","16 Feb 2019",""
"Yale University","Computational Biology And Bioinformatics (CBB)","PhD (F19)","Accepted"," E-mail","11 Feb 2019","","","","","","A","16 Feb 2019","Also received the Gruber fellowship. Still trying to decide between this and 2 other good choices, but it's a good problem to have haha. Good luck to everyone!"
"University Of California, Berkeley","Molecular And Cell Biology","PhD (F19)","Accepted"," Phone","16 Feb 2019","","","","","","A","16 Feb 2019","phone call before official email next week"
"University Of Southern California","Computational Biology And Bioinformatics","PhD (F19)","Accepted"," E-mail","16 Feb 2019","  4.00","161","168","4.00","","I","15 Feb 2019","Email from interviewer. Unofficial acceptance asking whether i shall be accepting. Official offer next to next week."
"University Of Wisconsin-Madison","Cellular And Molecular Biology (CMB)","PhD (F19)","Accepted"," E-mail","16 Feb 2019","","","","","","O","15 Feb 2019","Yesssssssssssssss"
"UC San Francisco (UCSF)","Developmental And Stem Cell Biology (DSCB)","PhD (F19)","Accepted"," Phone","15 Feb 2019","","","","","","A","15 Feb 2019",""
"Carnegie Mellon University - University Of Pittsburgh","CMU-Pitt Joint Program In Computational Biology","PhD (F19)","Accepted"," Phone","15 Feb 2019","","","","","","I","15 Feb 2019","Skyped with POI. Informed me of the status of my application. Official acceptances will be out end of Feb. My first choice and first acceptance! Excited!"
"University Of Michigan","Ecology And Evolutionary Biology (EEB)","PhD (F19)","Accepted"," E-mail","15 Feb 2019","","","","","","A","15 Feb 2019","Email from grad coordinator with offer letter from department chair."
"Cornell University","Computational Biology","PhD (F19)","Accepted"," E-mail","14 Feb 2019","","","","","","U","15 Feb 2019",""
"Michigan State University","Integrative Biology","PhD (F19)","Accepted"," E-mail","5 Feb 2019","","","","","","A","15 Feb 2019","Invited to recruitment weekend from 1/30/2019-2/2/2019. Offered full funding on 2/5/2019"
"SUNY Stony Brook","Biochemistry And Structural Biology","PhD (F19)","Accepted"," Other","11 Feb 2019","","","","","","A","15 Feb 2019","Handed offer in person at end of interview day"
"Penn State (Pennsylvania State University)","Biochemistry, Microbiology & Molecular Biology (BMMB)","PhD (F19)","Accepted"," E-mail","14 Feb 2019","","","","","","U","14 Feb 2019",""
"Emory (Laney Graduate School)","Genetics & Molecular Biology","PhD (F19)","Accepted"," Phone","14 Feb 2019","  3.70","158","158","4.00","","A","14 Feb 2019",""
"Emory (Laney Graduate School)","Genetics & Molecular Biology","PhD (F19)","Accepted"," Phone","14 Feb 2019","  3.15","167","158","4.00","","A","14 Feb 2019",""
"Weill Cornell Graduate School Of Medical Sciences","Physiology, Biophysics And Systems Biology (PBSB)","PhD (F19)","Accepted"," E-mail","14 Feb 2019","","","","","","A","14 Feb 2019",""
"Weill Cornell","Biochemistry, Structural Biology, Cell Biology, Developmental Biology And Molecular Biology (BCMB)","PhD (F19)","Accepted"," E-mail","14 Feb 2019","","","","","","A","14 Feb 2019","omg omg omg omg omg omg omg omg omg"
"University Of Wisconsin-Madison","Cell And Molecular Biology","PhD (F19)","Accepted"," E-mail","14 Feb 2019","","","","","","A","14 Feb 2019","So Excited!!!!!!!!"
"Tufts University","Biology","PhD (F19)","Accepted"," E-mail","13 Feb 2019","","","","","","A","14 Feb 2019","Genetics & Molecular Biology"
"University Of California, Berkeley","Integrative Biology","PhD (F19)","Accepted"," E-mail","6 Feb 2019","","","","","","A","14 Feb 2019","Completing a M.S. degree, 6 years worth of lab experience, 4 years worth of field experience, 1 publication, 4.0 GPA for M.S."
"UC San Diego (UCSD)","Bioinformatics And Systems Biology","PhD (F19)","Accepted"," E-mail","14 Feb 2019","","","","","","A","14 Feb 2019",""
"Cold Spring Harbor (Watson School Of Biological Sciences)","Biology","PhD (F19)","Accepted"," E-mail","14 Feb 2019","","","","","","A","14 Feb 2019",""
"University Of Illinois, Urbana Champaign  (UIUC)","Molecular And Cell Biology (MCB)","PhD (F19)","Accepted"," E-mail","12 Feb 2019","","","","","","I","14 Feb 2019","Southamerican student, local and US research experience, no publications, high GPA. Had the interview the 11th and received the e-mail the next day. Very Excited."
"UC San Diego (UCSD)","Bioinformatics And Systems Biology","PhD (F19)","Rejected"," E-mail","11 Jan 2019","","","","","","I","13 Feb 2019",""
"Case Western Reserve University","Systems Biology And Bioinformatics","Masters (F19)","Accepted"," E-mail","8 Feb 2019","","","","","","I","13 Feb 2019",""
"Duke University","Computational Biology","PhD (F19)","Rejected"," Postal Service","14 Feb 2019","","","","","","I","13 Feb 2019","no interview, just called me to check the portal"
"UC Santa Barbara","Molecular, Cellular And Developmental Biology,","PhD (F19)","Rejected"," E-mail","14 Feb 2019","","","","","","I","13 Feb 2019",""
"University Of Pittsburgh","Integrative Systems Biology","PhD (F19)","Rejected"," E-mail","14 Feb 2019","","","","","","I","13 Feb 2019",""
"University Of Illinois At Urbana-Champaign","Plant Biology","PhD (F19)","Accepted"," E-mail","13 Feb 2019","","","","","","A","13 Feb 2019",""
"East Carolina University (ECU)","Biochemistry And Molecular Biology","PhD (F19)","Interview"," E-mail","6 Feb 2019","","","","","","U","13 Feb 2019","Interviewed by 3 professors on 02/13/2019 over phone. Probably make their decisions by next two weeks."
"Rice University","Biochemistry And Cell Biology (BCB)","PhD (F19)","Accepted"," E-mail","13 Feb 2019","","","","","","","13 Feb 2019","Unofficial email from the Graduate Program Administrator stating that the official offer should arrive in a few days!"
"University Of California, Berkeley","Integrative Biology","PhD (F19)","Accepted"," E-mail","6 Feb 2019","  3.96","170","165","4.50","","A","13 Feb 2019","Interviewed on 1/25-1/26. Notified by dept. and contacted by PI."
"University Of California, Davis","Animal Biology","PhD (F19)","Interview"," E-mail","12 Feb 2019","","","","","","","13 Feb 2019","Invited to recruitment event 2/21-2/23"
"New York University GSAS (NYU)","Biology","PhD (F19)","Rejected"," E-mail","13 Feb 2019","","","","","","A","13 Feb 2019","Offered admission to NYU's master's program in Biology"
"Duke University","Computational Biology And Bioinformatics","PhD (F19)","Other"," Other","13 Feb 2019","","","","","","I","13 Feb 2019","To the international students who got reject emails from Duke CBB recently, were you rejected after a skype interview or without one? Thanks!"
"Duke University","Computational Biology","PhD (F19)","Rejected"," Website","13 Feb 2019"," ","164","160","3.50","","I","13 Feb 2019","0a/3r/0w/5p Bracing myself for the inevitable"
"University Of Michigan","Ecology And Evolutionary Biology (EEB)","PhD (F19)","Interview"," E-mail","30 Dec 2018","  3.38","157","162","4.00","","A","13 Feb 2019","Invited to interview weekend Feb 7-9"
"University Of Oklahoma","Biology","PhD (F19)","Interview"," E-mail","8 Feb 2019","  3.38","157","162","4.00","","A","13 Feb 2019","Invited to interview weekend Feb 28-March 2"
"Duke University","Computational Biology","PhD (F19)","Rejected"," Website","13 Feb 2019","  3.85","162","167","0.00","","I","13 Feb 2019",""
"University Of California, Irvine","Ecology And Evolutionary Biology","PhD (F19)","Rejected"," E-mail","12 Feb 2019","","","","","","A","13 Feb 2019","Email to check website. Honestly not surprised, I had a bad time at my interview here lol."
"University Of Chicago","Biosciences ( Development, Regeneration And Stem Cell Biology)","PhD (F19)","Other"," Other","13 Feb 2019","","","","","","I","13 Feb 2019","Has anyone been offered admission to this program?"
"Stony Brook University","Molecular And Cell Biology","PhD (F19)","Interview"," E-mail","11 Feb 2019","","","","","","I","13 Feb 2019",""
"Texas Tech University","Biology","PhD (F19)","Other"," E-mail","12 Feb 2019","","","","","","I","13 Feb 2019","Got an email from POI that I was accepted. Waiting for an official offer."
"UC Santa Barbara (UCSB)","Molecular, Cellular And Developmental Biology","PhD (F19)","Interview"," E-mail","7 Jan 2019","","","","","","A","13 Feb 2019",""
"University Of California, Berkeley","Cell Developmental Biology","PhD (F19)","Rejected"," E-mail","30 Jan 2019","","","","","","","13 Feb 2019",""
"University Of Texas At Austin","Chemical Biology And Medicinal Chemistry","PhD (F19)","Rejected"," E-mail","12 Feb 2019","  3.95","156","161","5.00","","A","12 Feb 2019","GPA is MS. One publication, 4 years of research experience and strong letters of rec. Oh well."
"Syracuse University","Biology","PhD (F19)","Other"," Other","12 Feb 2019","  2.89","153","155","3.00","","I","12 Feb 2019","To the Biology poster below who has been accepted,  did you apply for concentration in neuroscience?  Also, can you tell me a little bit about the attitude of interviewer? With me, they were more like we are not accepting you. Would be grateful if you could elaborate  a tad bit more on your interview experience. Also, are you sure the two offers extended were to students for EEB?"
"Penn State University","Plant Biology","PhD (F19)","Accepted"," E-mail","10 Feb 2019","","","","","","U","12 Feb 2019","Great school and program! I was invited to the recruitment weekend Jan. 31 to Feb. 2, received an email informing an incoming offer after one week."
"UT Southwestern","Cancer Biology","PhD (F19)","Rejected"," E-mail","6 Feb 2019","","","","","","U","12 Feb 2019",""
"DKFZ","Cancer Biology","PhD (F19)","Rejected"," E-mail","25 Jan 2019","","","","","","U","12 Feb 2019",""
"Baylor College Of Medicine","Cancer & Cell Biology","PhD (F19)","Other"," E-mail","11 Feb 2019","","","","","","U","12 Feb 2019","Transferred application to second choice"
"Yale University","Chemistry & Chemical Biology","PhD (F19)","Rejected"," Website","11 Feb 2019","  3.93","164","160","5.00","680","A","11 Feb 2019",""
"University Of Houston","Biology & Biochem","PhD (F19)","Interview"," E-mail","11 Feb 2019","  3.58","152","170","3.50","","U","11 Feb 2019","Only applied universities in Houston Area, 2 papers published, Good luck to all"
"Columbia University","Biology","PhD (F19)","Interview"," E-mail","12 Feb 2019"," ","158","170","0.00","","I","11 Feb 2019",""
"Baylor College Of Medicine","Cancer And Cell Biology","PhD (F19)","Rejected"," E-mail","11 Feb 2019","","","","","","I","11 Feb 2019","Transferred to second choice program. 

Indirect rejection. Serenity now! Serenity now!"
"East Carolina","Biochemistry And Molecular Biology","PhD (F19)","Interview"," E-mail","11 Feb 2019","","","","","","","11 Feb 2019","Received email for interview on 2/12/19 two days after application submission.  First Interview for PhD."
"University Of Texas At Austin","Ecology And Evolutionary Biology","PhD (F19)","Rejected"," Website","11 Feb 2019","  3.40","160","150","4.50","","A","11 Feb 2019","Was kinda expecting this. POI originally liked my ideas, then decided she didn't really like them. Of course this was after I applied, though..."
"Boston College","Biology","PhD (F19)","Rejected"," E-mail","11 Feb 2019","","","","","","A","11 Feb 2019","Second denial today. This one particularly stung."
"Yale Graduate School Of Arts And Sciences","Computational Biology And Bioinformatics","PhD (F19)","Accepted"," E-mail","11 Feb 2019","","","","","","A","11 Feb 2019",""
"Yale University","Computational Biology And Bioinformatics","PhD (F19)","Accepted"," E-mail","11 Feb 2019","  3.68","168","170","5.00","","A","11 Feb 2019","I received an email to check the Status Portal."
"Rice","Ecology And Evolutionary Biology","PhD (F19)","Other"," Other","11 Feb 2019","","","","","","A","11 Feb 2019","Has anyone heard from the Ecology and Evolutionary Bio program? I haven't seen anyone post an acceptance on here but it seems kinda late. Want to know if I still have hope!"
"Brown University","Computational Biology","PhD (F19)","Accepted"," Phone","11 Feb 2019","","","","","","A","11 Feb 2019","!!  Recommended for admission!"
"Duke University","Cell And Molecular Biology Program (CMB)","PhD (F19)","Rejected"," Website","11 Feb 2019","","","","","","U","11 Feb 2019","Received an email told me to check through the website (with only one like account). Didn't have one then spent 5 mins to register and see a generic rejection letter. What a waste of time :)"
"Syracuse University (SU)","Biology","PhD (F19)","Accepted"," E-mail","10 Feb 2019","  3.90","164","161","5.00","","A","10 Feb 2019","Was interview by a specific PI (who has grant funding) rather than by the department.  Did not attend recruitment weekend.  I know at least 2 other Biology offers have been extended prior to mine (at least on the EEB side of Bio). Have not recieved the ""official"" offer letter yet but should be getting it this week."
"University Of Utah","Ecology, Evolution, And Organismal Biology (EEOB)","PhD (F19)","Rejected"," E-mail","10 Feb 2019","","","","","","A","10 Feb 2019",""
"Dartmouth College","Molecular Cell Biology","PhD (F19)","Accepted"," E-mail","9 Feb 2019","","","","","","A","9 Feb 2019",""
"University Of Utah","Ecology, Evolution, And Organismal Biology (EEOB)","PhD (F19)","Rejected"," E-mail","9 Feb 2019","","","","","","A","9 Feb 2019",""
"University Of Chicago","Integrative Biology","PhD (F19)","Other"," Other","9 Feb 2019","","","","","","O","9 Feb 2019","No news yet for Integrative Bio. No interview requested either. This school is a long shot for me, but I havn't received a rejection yet."
