"University Of Utah","Dept. Of Geology & Geophysics","Masters (F18)","Interview"," E-mail","5 Feb 2018","  3.47","150","155","4.00","","A","8 Feb 2018","1.5 years research experience with 2 professors, tutored and supplemental instruction for 2 years, completed additional courses in calculus, physics, and Spanish. Invited to visit in late February"
"Yale","Geology And Geophysics","PhD (F18)","Rejected"," E-mail","5 Feb 2018","  3.51","165","162","5.50","","A","5 Feb 2018","Interviews Feb 2-4, went really well I thought. Had good conversations with most of the professors. Lovely department, if you get accepted you should go it's excellent there!"
"University Of Delaware","Geology","Masters (F18)","Accepted"," E-mail","21 Sep 2017","  3.30","153","158","4.50","","A","5 Feb 2018","Waiting to hear back about funding options!"
"ีUniversity Of Maryland","Dept. Of Geology","PhD (F18)","Accepted"," E-mail","4 Feb 2018","","","","","","A","4 Feb 2018",""
"The University Of Arizona","Geology","PhD (F18)","Interview"," E-mail","1 Feb 2018","","","","","","","3 Feb 2018","Notified that I'm a finalist for program admission, invited to prospective students' weekend in March"
"Tulane","Geology","Masters (F18)","Interview"," E-mail","2 Feb 2018","  3.74","156","154","4.50","","A","3 Feb 2018","To the other Tulane geology student: I will see you there ;)
2 day interview, second day devoted to a field trip of New Orleans and local ""environs"""
"Tulane","Geology","PhD (F18)","Interview"," E-mail","2 Feb 2018","  3.72","154","149","4.50","","A","2 Feb 2018","Got email to come in for prospective graduate student weekend later this month. I am super excited!"
"University Of Delaware","Geology","Masters (F18)","Interview"," E-mail","2 Feb 2018","  3.90","159","154","4.50","","A","2 Feb 2018",""
"New Mexico Tech","Geology","Masters (F18)","Interview"," E-mail","1 Feb 2018","","","","","","A","2 Feb 2018","Invited to interview and recruiting weekend at department expense."
"Louisiana State University (LSU)","Dept. Of Geology & Geophysics","PhD (F18)","Accepted"," E-mail","1 Feb 2018","","","","","","A","1 Feb 2018",""
"The University Of Wyoming","Geology And Geophysics","Masters (F18)","Interview"," E-mail","30 Jan 2018","  3.11","163","153","4.00","","A","1 Feb 2018","email from chair of the Graduate Admissions Committee, inviting me to visit the department this month. No specific dates, asked to coordinate with my POI, told me POI expressed interest in app."
"University Of Minnesota - Twin Cities (UMN)","Earth Sciences - Geology","Masters (F18)","Accepted"," E-mail","30 Jan 2018","","","","","","A","30 Jan 2018",""
"ีUniversity Of Maryland - College Park (UMD)","Dept. Of Geology","Masters (F18)","Interview"," E-mail","26 Jan 2018","","","","","","I","29 Jan 2018","Email from POI"
"University Of Pittsburgh","Geological And Environmental Sciences (Geology)","PhD (F18)","Interview"," E-mail","26 Jan 2018","","","","","","A","26 Jan 2018","Invited to the welcome weekend to meet the dept faculty, grad students and advisor. Everything is paid for."
"The University Of Tennessee (Knoxville)","Geology","PhD (F18)","Accepted"," E-mail","23 Jan 2018","  3.98","165","157","4.00","","A","25 Jan 2018","Informed about acceptance by my PI. Official letter and decisions about funding/TA-ships coming soon."
"ีUniversity Of Maryland - College Park","Geology","PhD (F18)","Accepted"," E-mail","22 Jan 2018","  3.69","167","167","4.50","","A","22 Jan 2018","Congratulations! You will soon receive an offer of admission to the Graduate Program in Geology for Fall Semester 2018 from the Dean of the Graduate School. letter w/financial details included"
"The University Of Southern California (USC)","Geology","PhD (F18)","Interview"," E-mail","12 Jan 2018","","","","","","A","16 Jan 2018","Unofficial but funded Visit email from POI"
"Yale University","Geology And Geophysics","PhD (F18)","Interview"," E-mail","10 Jan 2018","  3.78","167","166","5.50","","A","11 Jan 2018",""
"Yale","Geology And Geophysics","PhD (F18)","Interview"," E-mail","10 Jan 2018","","","","","","A","11 Jan 2018","Invited for Yale Open House Feb 2-4"
"Yale","Dept. Of Geology","PhD (F18)","Interview"," E-mail","10 Jan 2018","  3.51","165","162","5.50","","A","10 Jan 2018","Interview in person. Hope this helps other people :) Fingers crossed for admission :) :) :)"
"UC Davis","Geology","PhD (F18)","Other"," Other","29 Dec 2017","","","","","","A","29 Dec 2017","To the UC Davis poster below, did you contact the graduate school to try and plead your case? I applied for UC Berkeley and now have serious concerns because I also have a high master's gpa and a sub 3.0 undergrad gpa..."
"UC Daviss","Geology","PhD (F18)","Other"," Other","29 Dec 2017","","","","","","A","29 Dec 2017","WORD OF WARNING. Got into department, rejected by grad college. Have master's degree (3.75 GPA) but less than 3.0 in undergrad. They WILL NOT let you in if you have less than 3.0 undergrad regardless of other qualifications. Talk to POI if worried"
"Imperial College London","Petroleum Geology","Masters (F18)","Accepted"," E-mail","12 Dec 2017","","","","","","U","19 Dec 2017",""
"University Of Louisiana Lafayette","Geology","Masters (F17)","Accepted"," E-mail","23 Jun 2017","  3.14","152","158","4.00","","A","24 Jun 2017",""
"            University Of Florida (Gainesville)","Geology","Masters (F17)","Other"," Phone","19 May 2017","","","","","","A","19 May 2017","Not sure if anyone is really banking on UF anymore-- I accepted an offer from a much better program months ago but never heard back from UF. Called their department to see what the deal was and they aren't sending out rejectance letters until they fill all of their spots. Woman on the phone said they'll figure it out by mid-June. Kinda crappy for anyone who was really hopeful to get in and pretty unprofessional to not send a word out when the deadline is April 15. I've bumped into their department on field excursions before and they're not really a curtious bunch. Sad, since I know other grad programs at UF are pretty top notch."
"TAMU (Texas A & M University)","Dept. Of Geology & Geophysics","Masters (F17)","Other"," E-mail","5 May 2017","","","","","","I","5 May 2017","""Offer letters and emails have been sent out. You will receive official notice on or before May 31st.  Good luck and thank you for applying."" 
Equivalent to soundless rejection. Senseless in that their deadline is May 31st."
"University Of Missouri (Mizzou)","Geology","Masters (F17)","Accepted"," E-mail","12 Apr 2017","  3.40","158","158","3.00","","A","23 Apr 2017","TAship w/ full funding."
"Colorado School If Mines","PhD Geology And Geological Engineering","PhD (F17)","Interview"," E-mail","21 Apr 2017","","","","","","A","21 Apr 2017","HEADS UP ON CSM: In terms of graduate school, the Geology department is mostly Masters students. They commonly accept research-based applications (PhD and MS) as non-thesis/professional MS acceptance, forcing you to find your own funding. There is *no guarantee* you will find TA or RA funding, as TA positions have become increasingly hard to come by in the Geology Department, and this is often not told to newly accepted students. It is possible to convert from PM (non-thesis) to MS-thesis, but again, there may not be funding available. And the courses for those two degrees barely overlap. Use caution in accepting without funding. Nothing in guaranteed, only trust when promised in an official letter of acceptance or some formal writing."
"University Of Texas At Austin","Geology","Masters (F17)","Rejected"," E-mail","25 Mar 2017","","","","","","A","19 Apr 2017","Form email clearly sent out to all rejected applicants. I understand that many people apply but at least have the professionalism to put names on the top of the letter."
"Colorado School Of Mines","Geology, Earth Sciences","Masters (F17)","Rejected"," Website","19 Apr 2017","","","","","","A","19 Apr 2017",""
"Pennsylvania State University (PennState)","Geoscience (Geology)","PhD (F17)","Rejected"," E-mail","11 Apr 2017","","","","","","I","19 Apr 2017",""
"The University Of Southern California (USC)","Earth Sciences - Geology","PhD (F17)","Rejected"," E-mail","13 Apr 2017","","","","","","I","19 Apr 2017",""
"New Mexico Institute Of Mining And Technology (NMT)","Geology & Geophysics","Masters (F17)","Rejected"," E-mail","18 Apr 2017","","","","","","A","18 Apr 2017","Well Darn."
"ีuniversity Of Kansas (KU)","Earth Sciences - Geology","Masters (F17)","Accepted"," E-mail","17 Apr 2017","","","","","","A","18 Apr 2017","Have not heard back about funding yet"
"Texas A&M  University (TAMU)","Dept. Of Geology & Geophysics","Masters (F17)","Other"," Other","14 Apr 2017","","","","","","O","14 Apr 2017","Has anyone heard back yet for MS Geophysics??"
"Texas A And M,College Station","Dept. Of Geology & Geophysics","PhD (F17)","Wait listed"," E-mail","11 Apr 2017","","","","","","","11 Apr 2017","please if you were offered admission and do not have any plan of attending please decline as you could just provide me with a last chance of attending gradschool.Thanks in advance🙏"
"New Mexico State (NMSU)","Geology","Masters (F17)","Rejected"," E-mail","10 Apr 2017","","","","","","","10 Apr 2017",""
"University Of Texas At Austin","Geoscience (Geology)","Masters (F17)","Rejected"," E-mail","7 Apr 2017","  3.60","153","155","4.50","","I","7 Apr 2017","2 Conference Presentations. 12 month internship relevant to studies. Had been in contact with potential supervisor for multiple years before applying."
"University Of Utah","Geology","PhD (F17)","Rejected"," E-mail","5 Apr 2017","","","","","","A","5 Apr 2017",""
"University Of Oklahoma (OU)","Geoscience (Geology)","Masters (F17)","Rejected"," E-mail","31 Mar 2017","","","","","","A","31 Mar 2017","2a/2r 
Have already made my decision, good luck everyone!"
"The University Of Wyoming","Geology & Geophysics","Masters (F17)","Accepted"," E-mail","31 Mar 2017","","","","","","A","31 Mar 2017",""
"The University Of Arkansas - - Fayetteville","Department Of Geology","Masters (F17)","Accepted"," Website","21 Mar 2017","","","","","","A","30 Mar 2017","Waiting on update as to whether I have funding or not."
"(Arizona State University) ASU","Geology","PhD (F17)","Rejected"," Website","30 Mar 2017","","","","","","I","30 Mar 2017",""
"University Of Nevada, Reno","Geology","Masters (F17)","Rejected"," E-mail","27 Mar 2017","","","","","","A","27 Mar 2017",""
"University Of Louisiana - Lafayette","Geoscience (Geology)","Masters (F17)","Accepted"," E-mail","22 Mar 2017","  3.40","158","158","3.00","","A","27 Mar 2017","TA with full funding"
"Northern Arizona  University","Geology","Masters (F17)","Wait listed"," E-mail","24 Mar 2017","","","","","","A","24 Mar 2017",""
"The University Of Utah","Geology","Masters (F17)","Rejected"," E-mail","23 Mar 2017","","","","","","A","23 Mar 2017","Email from POI stating that she couldn't take anymore students because of funding and she wants to focus more on her current students"
"West Virginia Univeristy","Geology","Masters (F17)","Rejected"," E-mail","23 Mar 2017","","","","","","A","23 Mar 2017",""
"The University Of Arkansas","Geology","Masters (F17)","Accepted"," E-mail","22 Mar 2017","","","","","","I","23 Mar 2017",""
"The University Of Colorado, Boulder","Geology","PhD (F17)","Rejected"," E-mail","22 Mar 2017","  3.57","161","157","5.00","","","22 Mar 2017","Bummer. Was my top choice. Good luck to everyone else who applied!"
"CU Boulder","Geology","Masters (F17)","Rejected"," E-mail","22 Mar 2017","","","","","","A","22 Mar 2017",""
"UC Davis","Geology","PhD (F17)","Rejected"," E-mail","20 Mar 2017","","","","","","A","22 Mar 2017",""
"The University Of Wyoming","Geology","Masters (F17)","Rejected"," E-mail","22 Mar 2017","  3.80","161","161","4.00","","A","22 Mar 2017","Wasn't really one of my top schools anyway"
"The University Of Colorado, Boulder","Geology","PhD (F17)","Rejected"," E-mail","21 Mar 2017","","","","","","A","21 Mar 2017",""
"UC Davis","Geology","Masters (F17)","Rejected"," E-mail","17 Mar 2017","","","","","","","17 Mar 2017",""
"UC Davis","Geology","PhD (F17)","Rejected"," E-mail","17 Mar 2017","","","","","","I","17 Mar 2017","o additional space available in the graduate program for this admissions cycle."
"Fort Hays State Univeristy","Geology","Masters (F17)","Accepted"," Postal Service","15 Mar 2017","  3.40","158","158","3.00","","A","15 Mar 2017",""
"ีUniversity Of Wisconsin - Madison","Department Of Geology","PhD (F17)","Rejected"," E-mail","13 Mar 2017","","","","","","A","13 Mar 2017",""
"University Of Hawaii (Manoa)","Geology & Geophysics","PhD (F17)","Rejected"," Postal Service","8 Mar 2017","","","","","","A","13 Mar 2017","contacted through email with offer for entry to Masters and possible later continuation into PhD. Declined over email. Just received the rejection letter through mail."
"The University Of Wyoming","Dept. Of Geology & Geophysics","PhD (F17)","Accepted"," E-mail","10 Mar 2017","","","","","","I","10 Mar 2017",""
"Northern Arizona  University","Earth Sciences - Geology","Masters (F17)","Accepted"," E-mail","10 Mar 2017","  3.30","156","151","4.50","","A","10 Mar 2017",""
"New Mexico Institute Of Mining And Technology (NMT)","Geology","Masters (F17)","Accepted"," E-mail","9 Mar 2017","  3.50","155","155","4.00","","A","9 Mar 2017","Fully funded with RA"
"The University Of Colorado - Boulder","Geology","Masters (F17)","Rejected"," E-mail","1 Mar 2017","  3.74","78","55","60.00","","A","8 Mar 2017","MyCUBoulder still not updated, but rejection emailed received"
"Boise State","Geology","PhD (F17)","Rejected"," E-mail","7 Mar 2017","","","","","","A","7 Mar 2017","Got an email from the professor I was applying for saying she wasn't taking students"
"Idaho State (Pocatello)","Geology","Masters (F17)","Accepted"," E-mail","7 Mar 2017","  3.90","165","155","8.00","","A","7 Mar 2017",""
"University Of Louisiana At Lafayette","Geology","Masters (F17)","Accepted"," E-mail","10 Feb 2017","","","","","","A","6 Mar 2017","Will be notified on funding mid-March according to the program director. Notified 6 days after submitting my application. Good luck to all!"
"University Of Minnesota Duluth","Geology","Masters (F17)","Rejected"," Website","3 Mar 2017","","","","","","A","3 Mar 2017",""
"TAMU (Texas A&M University)","Geology & Geophysics","PhD (F17)","Accepted"," E-mail","22 Feb 2017","  4.00","152","161","3.00","","I","3 Mar 2017","Accepted with funding."
"UC-Boulder","Geology","Masters (F17)","Rejected"," E-mail","3 Mar 2017","  3.50","155","155","0.00","","A","3 Mar 2017","Expected - POI said that he most likely wouldn't have funding for any new grad students before I applied."
"The University Of Cincinnati","Department Of Geology","Masters (F17)","Rejected"," Website","2 Mar 2017","","","","","","A","2 Mar 2017","Kind of a surprise, no reason given, but it hinted at low funding."
"ีuniversity Of Kansas (KU)","Dept. Of Geology & Geophysics","Masters (F16)","Accepted"," E-mail","23 Feb 2017","  4.00","161","161","4.00","","A","1 Mar 2017","Admitted. Funding ""being secured"" so still waiting on that"
"TAMU (Texas A&M University)","Geology & Geophysics","PhD (F17)","Accepted"," E-mail","22 Feb 2017","  4.00","162","153","3.50","","I","28 Feb 2017","Email from Graduate Director of Geology and Geophysics."
"ีuniversity Of Kansas (KU)","Geology","Masters (F17)","Accepted"," E-mail","27 Feb 2017","","","","","","A","28 Feb 2017","Accepted and funded (TA)
"
"The University Of Arizona","Geology/Geophysics","PhD (F17)","Interview"," E-mail","18 Jan 2017","  3.30","161","159","3.50","","A","25 Feb 2017",""
"Southern Illinois University - Carbondale","Geology","Masters (F17)","Accepted"," E-mail","23 Feb 2017","","","","","","A","23 Feb 2017",""
"The University Of South Carolina","Geology","Masters (F17)","Rejected"," E-mail","20 Feb 2017","","","","","","A","20 Feb 2017","POI emailed to notify me he was unable to take any students due to lack of funding"
"TAMU (Texas A&M University)","Geology & Geophysics","PhD (F17)","Accepted"," E-mail","18 Feb 2017"," ","157","165","4.00","","A","18 Feb 2017","Email with full funding offer and visit first week of March."
"Idaho State University","Geology","Masters (F17)","Accepted"," E-mail","18 Feb 2017","","","","","","A","18 Feb 2017",""
"University Of Kentucky At Lexington","Dept. Of Geology & Geophysics","PhD (F17)","Accepted"," E-mail","17 Feb 2017","","","","","","A","17 Feb 2017",""
"Michigan Tech University (MTU)","Geology","Masters (F17)","Accepted"," E-mail","28 Jan 2017","","","","","","A","16 Feb 2017","Notified by email and mail, no information about funding yet."
"Virginia Polytechnic And State University (Virginia Tech)","Geoscience (Geology)","Masters (F17)","Accepted"," E-mail","6 Feb 2017","","","","","","A","16 Feb 2017",""
"University Of New Mexico (UNM)","Geology","PhD (F17)","Accepted"," E-mail","15 Feb 2017","  3.70","156","158","4.00","","A","16 Feb 2017","4.0 grad GPA, TA offer"
"The University Of Mississippi (Ole Miss)","Geology And Geological Engineering","Masters (F17)","Accepted"," E-mail","14 Feb 2017","  2.91","159","157","4.00","","A","15 Feb 2017",""
"Florida State University","Geology","Masters (F17)","Accepted"," E-mail","15 Feb 2017","  3.30","159","157","5.50","","A","15 Feb 2017","Admitted with Full TA package (22,000 per year)."
"New Mexico Tech","Geology","Masters (F17)","Interview"," E-mail","15 Feb 2017","  3.50","153","155","4.00","","A","15 Feb 2017","Got e-mail from my POI at NMT asking to have a Skype interview next week"
"Kent State University","Applied Geology","PhD (F17)","Accepted"," E-mail","9 Feb 2017","","","","","","A","14 Feb 2017",""
"(SUNY) University At Buffalo","Geology","PhD (F17)","Rejected"," E-mail","13 Feb 2017","  3.57","161","157","5.00","","A","13 Feb 2017","Wasn't my first choice anyway. Already accepted to a school higher on my list of preference."
"Utah State University","Department Of Geology","PhD (F17)","Other"," E-mail","14 Jan 2017","","","","","","A","13 Feb 2017","Invited to visit in late Feb."
"ีUniversity Of Maryland - College Park","Department Of Geology","PhD (F17)","Accepted"," E-mail","10 Feb 2017","  3.00","157","167","3.50","","I","11 Feb 2017","Yay. Second acceptance in the same day."
"The University Of Alabama","Geology","Masters (F16)","Accepted"," E-mail","10 Feb 2017","  3.50","153","155","4.00","","A","10 Feb 2017","Admitted with full funding (TA package). Had 4.13 GPA in Geology major and 1 year research experience."
"Auburn University","Geology","Masters (F17)","Accepted"," Phone","10 Feb 2017","","","","","","A","10 Feb 2017","Fully Funded with TA, if I accept within the week, I receive a $5000 one-time bonus."
"The University Of Alabama","Geology","Masters (F17)","Accepted"," E-mail","8 Feb 2017","  3.30","159","157","5.50","","A","10 Feb 2017",""
"Louisiana State (LSU)","Dept. Of Geology & Geophysics","Masters (F17)","Accepted"," E-mail","10 Feb 2017","","","","","","A","10 Feb 2017","Got a research assistantship"
"Yale  University","Geology And Geophysics","PhD (F17)","Accepted"," E-mail","9 Feb 2017","","","","","","A","9 Feb 2017","Got an email to check status online"
"Yale University","Geology And Geophysics","PhD (F17)","Rejected"," Website","8 Feb 2017","  3.87","157","155","4.50","","A","8 Feb 2017","Email telling me to check status online. GPA is graduate."
"Yale","Geology And Geophysics","PhD (F17)","Rejected"," Website","7 Feb 2017","  3.20","160","162","4.50","","A","7 Feb 2017","I was instructed to check their website via email. Was invited to the open house so this definitely sucks."
"Yale University","Geology & Geophysics","PhD (F17)","Rejected"," Website","7 Feb 2017","","","","","","A","7 Feb 2017","Attended the interview weekend and everything."
"Yale Univeristy","Geology & Geophysics","PhD (F17)","Rejected"," E-mail","7 Feb 2017","","","","","","I","7 Feb 2017",""
"ีUniversity Of Maryland - College Park","Geology","Masters (F17)","Accepted"," E-mail","7 Feb 2017","  3.62","170","168","5.00","","A","7 Feb 2017","email from POI"
"University Of Michigan, Ann Arbor","Department Of Geology","PhD (F17)","Accepted"," E-mail","3 Feb 2017","","","","","","U","3 Feb 2017","Got an email from my POI stating that I had an immediate offer of acceptance. Visit is either on the 17th of Feb or 10th of March."
"University Of Texas At Austin (UT Austin)","Geology & Geophysics","PhD (F17)","Other"," Phone","1 Feb 2017","","","","","","U","1 Feb 2017","Had a skype interview with my POI who informed me of the potential student weekend. The planned visit is from the 25th to 28th of Feb."
"The University Of Tennessee (Knoxville)","Earth Sciences - Geology","PhD (F17)","Accepted"," E-mail","1 Feb 2017","","","","","","A","1 Feb 2017",""
"TAMU (Texas A","Geology","Masters (F17)","Interview"," E-mail","27 Jan 2017","","","","","","A","27 Jan 2017","Phone interview with Professor. Top 2-3. Final decisions next week."
"The University Of Hawaii At Manoa","Geology & Geophysics","PhD (F17)","Accepted"," E-mail","18 Jan 2017","  3.84","155","166","4.00","","U","27 Jan 2017",""
"The University Of Wisconsin-Madison","Department Of Geology","PhD (F17)","Accepted"," E-mail","24 Jan 2017","","","","","","A","25 Jan 2017","Acceptance with funding decisions to be decided at a later date"
"The University Of Wisconsin-Madison","Department Of Geology","PhD (F17)","Accepted"," E-mail","20 Jan 2017","","","","","","A","25 Jan 2017","Acceptance with visit dates-funding information to come later"
"The University Of Tennessee - Knoxville","Earth Sciences - Geology","PhD (F17)","Interview"," E-mail","20 Dec 2017","","","","","","","20 Jan 2017",""
"Yale  University","Geology And Geophysics","PhD (F17)","Interview"," E-mail","13 Jan 2017"," ","159","167","0.00","","A","18 Jan 2017","Invited to open house"
"Yale Graduate School Of Arts And Sciences Yale University","Geology And Geophysics","PhD (F17)","Interview"," E-mail","13 Jan 2017","  3.20","160","162","4.50","","A","13 Jan 2017","Invitation to attend open house, but that doesn't mean an acceptance. Talked with two potential advisors over the phone and Skype as well as two graduate students about their experiences. Presented at 2 conferences"
"Yale  University","Dept. Of Geology & Geophysics","PhD (F17)","Interview"," E-mail","13 Jan 2017","","","","","","A","13 Jan 2017","Got an email inviting me to their Open House event"
"Kansas State University (KSU)","Geology","Masters (F16)","Accepted"," E-mail","11 Mar 2016","  2.90","150","159","4.00","","A","9 Aug 2016","Not funded but recieved a GA position in a different department."
"UC  Davis","Geology","PhD (F16)","Rejected"," E-mail","3 Jun 2016"," ","159","154","3.50","","I","3 Jun 2016","Unofficial email from POI, said that I had a strong application but they don't have enough resources."
"Yale  University","Geology And Geophysics","PhD (F16)","Rejected"," E-mail","12 Mar 2016","","","","","","I","23 May 2016",""
"Oklahoma State University","Department Of Geology","Masters (F16)","Rejected"," E-mail","19 May 2016","","","","","","A","19 May 2016",""
"Idaho State University (Pocatello)","Geology","Masters (F16)","Accepted"," E-mail","10 May 2016","  3.25","157","154","3.50","","A","10 May 2016","Accepted. No funding offered."
"Cal State Los Angeles (CSULA)","Environmental Geology","Masters (F16)","Accepted"," E-mail","10 May 2016","","","","","","A","10 May 2016",""
"Colorado School If Mines","Geology","PhD (F16)","Accepted"," E-mail","8 May 2016","  3.80","155","165","3.50","","U","8 May 2016","Accepted via email."
"New Mexico Tech","Geology","Masters (F16)","Rejected"," E-mail","6 May 2016","","","","","","A","7 May 2016","Third rejection... One was off a wait list... Looks like i'll be filling out applications again next year."
"Rice Ｕniversity","Dept. Of Geology","Masters (F16)","Rejected"," E-mail","29 Apr 2016","","","","","","","29 Apr 2016","expected, low gpa."
"Colorado State University (CSU)","Geology","Masters (F16)","Rejected"," E-mail","26 Apr 2016","","","","","","A","26 Apr 2016","I reached out to the Prof over email (after getting ambiguous answers from the department). No funding available so no admit. Weak GPA, Strong GRE, Research experience. 0/4 on schools applied.. pretty bummed but will be applying next Fall!"
"University Of Arkanasas-Fayetteville","Geoscience (Geology)","Masters (F16)","Accepted"," E-mail","12 Apr 2016","  3.11","151","155","4.00","","A","22 Apr 2016","Received acceptance on 4/12, but today an email was sent out stating that all TA positions have been filled. There were 50 applicants but only 4 TA positions."
"Oklahoma State University, Stillwater","Geology","Masters (F16)","Other"," E-mail","21 Apr 2016","","","","","","A","21 Apr 2016","Has anyone got accepted or rejected from OSU since 4/15?"
"Florida State (FSU)","Geology","PhD (F16)","Accepted"," Phone","21 Apr 2016","","","","","","A","21 Apr 2016",""
"Northern Arizona University (NAU)","Earth Sciences - Geology","Masters (F16)","Wait listed"," Website","1 Mar 2016","  3.40","146","160","3.50","","I","21 Apr 2016","2 years research experience as an assistant.  
1 publication in an international journal"
"San Fran State University","Geoscience (Geology)","Masters (F16)","Rejected"," Postal Service","16 Apr 2016","","","","","","A","20 Apr 2016",""
"Colorado School Of Mines","Geology","PhD (F16)","Accepted"," Website","20 Apr 2016","  3.50","158","156","4.00","","U","20 Apr 2016","with funding"
"TAMU (Texas A & M University)","Geology","PhD (F16)","Accepted"," E-mail","15 Apr 2016","","","","","","U","19 Apr 2016","Accepted via email from POI. Was told that I need to let them know if I will be accepting the position as they have a wait-list. So keep hope if you havent heard back yet."
"Colorado University, Boulder","Geology","Masters (F16)","Accepted"," E-mail","25 Mar 2016","","","","","","A","18 Apr 2016",""
"MIT WHOI Joint Program","Marine Geology And Geophysics","PhD (F16)","Rejected"," E-mail","13 Apr 2016","  3.80","169","170","4.50","","U","13 Apr 2016","rejected from waitlist"
"UCLA","Geology: Geophysics And Space Physics","Masters (F16)","Other"," E-mail","12 Apr 2016","","","","","","A","12 Apr 2016","I still haven\'t heard back. I check appstatus.grad.ucla.edu daily. Still says \""No decision has been made on your application."" People heard back for Geology in early February! Although, I think April 15th is the day to accept their decision for people who were admitted. Maybe they are waiting to see how many will accept and then accept more? Wishful thinking!"
"UCLA","Geology: Geophysics And Space Physics","Masters (F16)","Other"," E-mail","12 Apr 2016","","","","","","A","12 Apr 2016","I still haven't heard back. I check https://appstatus.grad.ucla.edu/ daily. Still says ""No decision has been made on your application."" People heard back for Geology in early February! Although, I think April 15th is the day to accept their decision for people who were admitted. Maybe they are waiting to see how many will accept and then accept more? Wishful thinking!"
"The University Of Arkansas - Fayetteville","Geoscience (Geology)","Masters (F16)","Accepted"," Other","11 Apr 2016","  3.11","151","155","4.00","","A","11 Apr 2016","No email, no letter in the mail, etc. I just logged in and it says admission has been offered and I have to choose whether to accept or decline it"
"Penn State (Pennsylvania State University)","Geology","PhD (F16)","Rejected"," E-mail","6 Apr 2016","  3.41","148","152","4.00","","A","10 Apr 2016","So sad to not get into my dream school but I guess I wasn't good enough for them."
"Baylor","Geology","Masters (F16)","Rejected"," E-mail","8 Apr 2016"," ","158","155","4.00","","A","8 Apr 2016","Emailed the grad director, and got a rejection. Only 2 spots for 30 applicants."
"New Mexico Tech","Geology","Masters (F15)","Accepted"," E-mail","7 Apr 2016","  3.47","155","152","4.50","","A","7 Apr 2016","Got accepted with full funding. Great school, will have a lot to think over in the coming two weeks."
"(Arizona State University) ASU","Geology","Masters (F16)","Rejected"," Website","5 Apr 2016","","","","","","A","5 Apr 2016","Checked the website randomly today and saw my status had changed from ""In Review"" to ""We regret we were unable to admit you."" No letter or email."
"Western Washington University (WWU)","Geology","Masters (F16)","Rejected"," E-mail","4 Apr 2016","","","","","","A","4 Apr 2016","Sadness..."
"University Texas Austin","Geology & Geophysics","PhD (F16)","Rejected"," E-mail","4 Apr 2016","","","","","","U","4 Apr 2016",""
"Arizona State  University","Geology","Masters (F16)","Wait listed"," E-mail","1 Apr 2016","","","","","","A","1 Apr 2016","Waiting on funding. Pretty late in the game. Other schools have their deadlines soon."
"(Arizona State University) ASU","Geology","Masters (F16)","Wait listed"," E-mail","1 Apr 2016","","","","","","","1 Apr 2016",""
"(Arizona State University) ASU","Geology","Masters (F16)","Other"," E-mail","1 Apr 2016","","","","","","","1 Apr 2016","Impressed with my application. Pending on funding to make an offer."
"The University Of Vermont","Geology","Masters (F16)","Rejected"," E-mail","31 Mar 2016","  3.41","148","152","4.00","","A","1 Apr 2016","School informed me that their grad school applicant pool was too large that I was unable to be offered a position."
"University Of Utah (U Of U)","Geology","Masters (F16)","Rejected"," E-mail","31 Mar 2016","","","","","","A","31 Mar 2016","Received email telling me to check the update on my application profile."
"Colorada School Of Mines","Geology / Geochemistry","Masters (F16)","Accepted"," E-mail","20 Mar 2016","  3.50","156","157","4.00","","A","31 Mar 2016","Accepted, currently waiting to hear about fellowship..."
"The University Of Utah","Geology","Masters (F16)","Rejected"," E-mail","31 Mar 2016","  3.50","156","157","4.00","","A","31 Mar 2016",""
"University Of Utah","Geology","Masters (F16)","Rejected"," Website","31 Mar 2016","","","","","","A","31 Mar 2016","Got an e-mail saying my admissions status was on their website. Rejected. Boo."
"University Of Oklahoma","Dept. Of Geology & Geophysics","Masters (F16)","Rejected"," E-mail","30 Mar 2016","","","","","","A","30 Mar 2016","Rejected due to funding issues"
"Colorado School Of Mines (CSM)","Geology","Masters (F16)","Wait listed"," E-mail","23 Feb 2016","  3.30","154","162","3.50","","A","29 Mar 2016","Emailed professor to ask about status. Hoping to get update in April."
"Oklahoma State University (OSU)","Geology","Masters (F16)","Wait listed"," E-mail","29 Mar 2016","  3.30","154","162","3.50","","A","29 Mar 2016","Emailed professor to ask about status. First wave is out and they might send out additional acceptances after April 15. Acceptance rate is very low this year, less than 20%."
"Florida International University FIU","Geoscience (Geology)","PhD (F15)","Rejected"," Other","29 Mar 2016","","","","","","","29 Mar 2016","I had to email the program advisor to hear the news. I was told it was a competitive year with little spots and I didn't make the cut. Very sad but oh well."
"California State University (CSU) - Chico","Geoscience (Geology)","Masters (F16)","Accepted"," E-mail","28 Mar 2016","","","","","","A","29 Mar 2016","Was accepted as conditional (geography B.A.)"
"Mississippi State University","Geoscience (Geology)","Masters (F16)","Accepted"," E-mail","21 Mar 2016","  3.11","151","155","4.00","","A","23 Mar 2016","Accepted with committee voting in my favor to me to receive a TA"
"University Of Louisiana - Lafayette","Geoscience (Geology)","Masters (F16)","Accepted"," E-mail","16 Mar 2016","  3.11","151","155","4.00","","A","23 Mar 2016","Accepted without word on funding. Graduate Coordinator stated that initial offers of funding and TA-ships have been sent out."
